ID,Idioma,Nombre_Idioma,Texto_Original,Texto_Optimizado,Tokens_Original,Tokens_Optimizados,Similitud,Reduccion_Tokens,Pct_Reduccion,Cumple_Restriccion
592,deu_Latn,Deutsch,Tiere bestehen aus zahlreichen Zellen. Sie essen Dinge und verdauen sie in ihrem Innern. Die meisten Tiere können sich bewegen.,Tiere bestehen aus zahlreichen Zellen. Sie essen Dinge und verdauen sie in ihrem Innern. Die meisten Tiere können sich bewegen.,33,33,1.0,0,0.0,True
593,deu_Latn,Deutsch,Ausschließlich die Tiere besitzen ein Gehirn (selbst wenn noch nicht einmal sämtliche Tiere eines besitzen; Quallen besitzen beispielsweise keines).,Ausschließlich die Tiere besitzen ein Gehirn (selbst wenn noch nicht einmal sämtliche Tiere eines besitzen; Quallen besitzen beispielsweise keines).,44,44,0.99999994,0,0.0,True
594,deu_Latn,Deutsch,"Tiere sind überall auf der Erde zu finden. Sie wühlen sich durch den Erdboden, schwimmen in den Ozeanen und fliegen in der Luft.","Tiere sind überall auf der Erde zu finden. Sie wühlen sich durch den Erdboden, schwimmen in den Ozeanen und fliegen in der Luft.",40,40,1.0000001,0,0.0,True
595,deu_Latn,Deutsch,Die Zelle ist die kleinste Struktur- und Funktionseinheit eines lebenden Organismus.,Die Zelle ist die kleinste Struktur- und Funktionseinheit eines lebenden Organismus.,22,22,0.9999999,0,0.0,True
596,deu_Latn,Deutsch,"Zelle kommt von dem lateinischen Wort cella, welches kleiner Raum bedeutet.","Zelle kommt von dem lateinischen Wort cella, welches kleiner Raum bedeutet.",20,20,1.0,0,0.0,True
597,deu_Latn,Deutsch,"Wenn Sie sich Lebewesen unter einem Mikroskop ansehen, werden Sie sehen, dass sie aus kleineren Quadraten oder Bällen bestehen.","Wenn Sie sich Lebewesen unter einem Mikroskop ansehen, werden Sie sehen, dass sie aus kleineren Quadraten oder Bällen bestehen.",33,33,1.0,0,0.0,True
598,deu_Latn,Deutsch,"Robert Hooke, ein Biologe aus England, entdeckte unter dem Mikroskop kleine Quadrate im Kork.","Robert Hooke, ein Biologe aus England, entdeckte unter dem Mikroskop kleine Quadrate im Kork.",26,26,1.0,0,0.0,True
599,deu_Latn,Deutsch,"Sie sahen wie Räume aus. Er war der erste Mensch, der tote Zellen beobachtete.","Sie sahen wie Räume aus. Er war der erste Mensch, der tote Zellen beobachtete.",25,25,1.0000002,0,0.0,True
600,deu_Latn,Deutsch,Elemente und Verbindungen können von einem Zustand in einen anderen übergehen und sich nicht verändern.,Elemente und Verbindungen können von einem Zustand in einen anderen übergehen und sich nicht verändern.,24,24,1.0000001,0,0.0,True
601,deu_Latn,Deutsch,"Stickstoff als Gas hat immer noch die gleichen Eigenschaften wie flüssiger Stickstoff. Der flüssige Zustand ist dichter, die Moleküle sind jedoch dieselben.","Stickstoff als Gas hat immer noch die gleichen Eigenschaften wie flüssiger Stickstoff. Der flüssige Zustand ist dichter, die Moleküle sind jedoch dieselben.",42,42,1.0,0,0.0,True
602,deu_Latn,Deutsch,Wasser ist ein weiteres Beispiel. Die Verbindung Wasser besteht aus zwei Wasserstoffatomen und einem Sauerstoffatom.,Wasser ist ein weiteres Beispiel. Die Verbindung Wasser besteht aus zwei Wasserstoffatomen und einem Sauerstoffatom.,26,26,0.99999976,0,0.0,True
603,deu_Latn,Deutsch,"Es hat die gleiche Molekularstruktur, egal ob es gasförmig, flüssig oder fest ist.","Es hat die gleiche Molekularstruktur, egal ob es gasförmig, flüssig oder fest ist.",28,28,0.99999976,0,0.0,True
604,deu_Latn,Deutsch,"Obwohl sich sein Aggregatzustand ändern kann, bleibt der chemische Zustand derselbe.","Obwohl sich sein Aggregatzustand ändern kann, bleibt der chemische Zustand derselbe.",25,25,1.0,0,0.0,True
605,deu_Latn,Deutsch,"Die Zeit ist etwas, das uns überall umgibt und alles beeinflusst, was wir tun, und dennoch schwer zu verstehen ist.","Die Zeit ist etwas, das uns überall umgibt und alles beeinflusst, was wir tun, und dennoch schwer zu verstehen ist.",33,33,1.0000002,0,0.0,True
606,deu_Latn,Deutsch,"Die Zeit wird seit Jahrtausenden von religiösen, philosophischen und wissenschaftlichen Denkern erforscht.","Die Zeit wird seit Jahrtausenden von religiösen, philosophischen und wissenschaftlichen Denkern erforscht.",27,27,1.0000001,0,0.0,True
607,deu_Latn,Deutsch,"Wir erleben Zeit als eine Abfolge von Ereignissen, die von der Zukunft durch die Gegenwart in die Vergangenheit verlaufen.","Wir erleben Zeit als eine Abfolge von Ereignissen, die von der Zukunft durch die Gegenwart in die Vergangenheit verlaufen.",32,32,1.0000001,0,0.0,True
608,deu_Latn,Deutsch,"Zeit ist auch die Art und Weise, wie wir die Dauer (Länge) von Veranstaltungen vergleichen.","Zeit ist auch die Art und Weise, wie wir die Dauer (Länge) von Veranstaltungen vergleichen.",27,27,1.0000001,0,0.0,True
609,deu_Latn,Deutsch,"Man kann das Verstreichen der Zeit selbst markieren, indem man die Wiederholung eines zyklischen Ereignisses beobachtet. Ein zyklisches Ereignis ist etwas, das immer wieder regelmäßig stattfindet.","Man kann das Verstreichen der Zeit selbst markieren, indem man die Wiederholung eines zyklischen Ereignisses beobachtet. Ein zyklisches Ereignis ist etwas, das immer wieder regelmäßig stattfindet.",54,54,0.99999994,0,0.0,True
610,deu_Latn,Deutsch,"Computer werden heutzutage verwendet, um Bilder und Videos zu manipulieren.","Computer werden heutzutage verwendet, um Bilder und Videos zu manipulieren.",17,17,0.99999994,0,0.0,True
611,deu_Latn,Deutsch,Anspruchsvolle Animationen können am Computer konstruiert werden und werden zunehmend im Fernsehen und in Filmen verwendet.,Anspruchsvolle Animationen können am Computer konstruiert werden und werden zunehmend im Fernsehen und in Filmen verwendet.,30,30,1.0,0,0.0,True
612,deu_Latn,Deutsch,"Musik wird oft mit Hilfe von hochentwickelten Computern aufgenommen, um Töne zu verarbeiten und zusammenzumischen.","Musik wird oft mit Hilfe von hochentwickelten Computern aufgenommen, um Töne zu verarbeiten und zusammenzumischen.",32,32,1.0,0,0.0,True
613,deu_Latn,Deutsch,"Im neunzehnten und zwanzigsten Jahrhundert dachte man lange Zait, dass die ersten Bewohner Neuseelands die Maoris waren, die Moa genannte Riesenvögel bejagten.","Im neunzehnten und zwanzigsten Jahrhundert dachte man lange Zait, dass die ersten Bewohner Neuseelands die Maoris waren, die Moa genannte Riesenvögel bejagten.",53,53,0.9999999,0,0.0,True
614,deu_Latn,Deutsch,"Die Theorie führte dann zu der Vorstellung, dass die Maoris von Polynesien mit einer großen Flotte abwanderten, Neuseeland den Moriori wegnahmen und damit eine auf Landwirtschaft basierende Gesellschaft begründeten.","Die Theorie führte dann zu der Vorstellung, dass die Maoris von Polynesien mit einer großen Flotte abwanderten, Neuseeland den Moriori wegnahmen und damit eine auf Landwirtschaft basierende Gesellschaft begründeten.",56,56,1.0,0,0.0,True
615,deu_Latn,Deutsch,"Neue Hinweise deuten jedoch darauf hin, dass es sich bei den Moriori um eine Gruppe von Maori vom Festland handelte, die von Neuseeland auf die Chathaminseln migrierten und dort ihre eigene, friedliche Kultur entwickelten.","Neue Hinweise deuten jedoch darauf hin, dass es sich bei den Moriori um eine Gruppe von Maori vom Festland handelte, die von Neuseeland auf die Chathaminseln migrierten und dort ihre eigene, friedliche Kultur entwickelten.",60,60,1.0000002,0,0.0,True
616,deu_Latn,Deutsch,"Es gab noch einen weiteren Stamm auf den Chathaminseln. Das waren Maori, die aus Neuseeland abwanderten.","Es gab noch einen weiteren Stamm auf den Chathaminseln. Das waren Maori, die aus Neuseeland abwanderten.",29,29,1.0,0,0.0,True
617,deu_Latn,Deutsch,"Sie nannten sich selbst Moriori, es kam zu einigen Scharmützeln und am Ende wurden die Moriori vernichtet.","Sie nannten sich selbst Moriori, es kam zu einigen Scharmützeln und am Ende wurden die Moriori vernichtet.",30,30,1.0,0,0.0,True
618,deu_Latn,Deutsch,"Einzelpersonen, die seit mehreren Jahrzehnten involviert waren, halfen uns, unsere Stärken und Leidenschaften wertzuschätzen, während Schwierigkeiten und sogar Fehlschläge aufrichtig bewertet wurden.","Einzelpersonen, die seit mehreren Jahrzehnten involviert waren, halfen uns, unsere Stärken und Leidenschaften wertzuschätzen, während Schwierigkeiten und sogar Fehlschläge aufrichtig bewertet wurden.",59,59,1.0,0,0.0,True
619,deu_Latn,Deutsch,"Indem wir Einzelpersonen zugehört haben, die ihre persönlichen, familiären und organisatorischen Geschichten mitgeteilt haben, haben wir wertvolle Einsichten in die Vergangenheit und in einige Persönlichkeiten gewonnen, die die Kultur der Organisation zum Guten wie zum Schlechten beeinflusst haben.","Indem wir Einzelpersonen zugehört haben, die ihre persönlichen, familiären und organisatorischen Geschichten mitgeteilt haben, haben wir wertvolle Einsichten in die Vergangenheit und in einige Persönlichkeiten gewonnen, die die Kultur der Organisation zum Guten wie zum Schlechten beeinflusst haben.",78,78,1.0,0,0.0,True
620,deu_Latn,Deutsch,"Das Verständnis der eigenen Geschichte setzt zwar kein Verständnis der Kultur voraus, aber es hilft den Menschen zumindest, ein Gefühl dafür zu bekommen, wo sie in der Geschichte der Organisation stehen.","Das Verständnis der eigenen Geschichte setzt zwar kein Verständnis der Kultur voraus, aber es hilft den Menschen zumindest, ein Gefühl dafür zu bekommen, wo sie in der Geschichte der Organisation stehen.",47,47,0.99999994,0,0.0,True
621,deu_Latn,Deutsch,"Während sie die Erfolge evaluieren und die Misserfolge bemerken, verinnerlichen einzelne Personen und alle Teilnehmer als Ganzes die Werte, den Auftrag und die treibenden Kräfte der Organisation stärker.","Während sie die Erfolge evaluieren und die Misserfolge bemerken, verinnerlichen einzelne Personen und alle Teilnehmer als Ganzes die Werte, den Auftrag und die treibenden Kräfte der Organisation stärker.",55,55,1.0,0,0.0,True
622,deu_Latn,Deutsch,"In diesem Fall half die Erinnerung an frühere Fälle unternehmerischen Verhaltens und die daraus resultierenden Erfolge den Menschen, offen für Veränderungen und eine neue Ausrichtung der Pfarrgemeinde zu sein.","In diesem Fall half die Erinnerung an frühere Fälle unternehmerischen Verhaltens und die daraus resultierenden Erfolge den Menschen, offen für Veränderungen und eine neue Ausrichtung der Pfarrgemeinde zu sein.",52,52,1.0,0,0.0,True
623,deu_Latn,Deutsch,Erfolgsgeschichten wie diese verringerten die Angst vor Veränderung und erzeugten zugleich eine positive Einstellung gegenüber kommender Änderungen.,Erfolgsgeschichten wie diese verringerten die Angst vor Veränderung und erzeugten zugleich eine positive Einstellung gegenüber kommender Änderungen.,37,37,1.0,0,0.0,True
624,deu_Latn,Deutsch,"Konvergente Denkmuster sind Methoden zur Problemlösung, die verschiedene Ideen oder Gebiete zusammenführen, um eine Lösung zu finden.","Konvergente Denkmuster sind Methoden zur Problemlösung, die verschiedene Ideen oder Gebiete zusammenführen, um eine Lösung zu finden.",34,34,1.0000001,0,0.0,True
625,deu_Latn,Deutsch,"Bei dieser Denkweise liegt der Fokus auf Schnelligkeit, Logik und Genauigkeit, auch auf der Identifizierung von Fakten, der erneuten Anwendung bestehender Techniken, der Sammlung von Informationen.","Bei dieser Denkweise liegt der Fokus auf Schnelligkeit, Logik und Genauigkeit, auch auf der Identifizierung von Fakten, der erneuten Anwendung bestehender Techniken, der Sammlung von Informationen.",52,52,0.9999999,0,0.0,True
626,deu_Latn,Deutsch,"Der wichtigste Faktor dieser Einstellung ist folgender: Es gibt nur eine richtige Antwort. Man denkt an nur zwei mögliche Antworten, nämlich richtig oder falsch.","Der wichtigste Faktor dieser Einstellung ist folgender: Es gibt nur eine richtige Antwort. Man denkt an nur zwei mögliche Antworten, nämlich richtig oder falsch.",41,41,0.9999999,0,0.0,True
627,deu_Latn,Deutsch,Diese Art des Denkens ist verbunden mit bestimmten wissenschaftlichen oder Standardprozeduren.,Diese Art des Denkens ist verbunden mit bestimmten wissenschaftlichen oder Standardprozeduren.,21,21,0.9999999,0,0.0,True
628,deu_Latn,Deutsch,"Menschen mit dieser Denkweise denken logisch, können sich Muster merken, Probleme lösen und wissenschaftliche Tests bearbeiten.","Menschen mit dieser Denkweise denken logisch, können sich Muster merken, Probleme lösen und wissenschaftliche Tests bearbeiten.",32,32,1.0,0,0.0,True
629,deu_Latn,Deutsch,Menschen sind die mit Abstand begabteste Art beim Lesen der Gedanken anderer Personen.,Menschen sind die mit Abstand begabteste Art beim Lesen der Gedanken anderer Personen.,22,22,0.99999994,0,0.0,True
630,deu_Latn,Deutsch,"Das bedeutet, dass wir in der Lage sind, richtig einzuschätzen, was andere Personen wahrnehmen, zu tun vorhaben, denken, wissen oder wollen.","Das bedeutet, dass wir in der Lage sind, richtig einzuschätzen, was andere Personen wahrnehmen, zu tun vorhaben, denken, wissen oder wollen.",37,37,0.9999999,0,0.0,True
631,deu_Latn,Deutsch,"Neben diesen Fähigkeiten ist es entscheidend, die Absichten anderer zu verstehen. Es ermöglicht uns, mögliche Zweideutigkeiten physischer Handlungen auszuräumen.","Neben diesen Fähigkeiten ist es entscheidend, die Absichten anderer zu verstehen. Es ermöglicht uns, mögliche Zweideutigkeiten physischer Handlungen auszuräumen.",48,48,1.0000001,0,0.0,True
632,deu_Latn,Deutsch,"Wenn Sie beispielsweise jemanden sehen, der ein Autofenster zertrümmert, würden Sie wahrscheinlich annehmen, dass er versucht, das Auto eines Fremden zu stehlen.","Wenn Sie beispielsweise jemanden sehen, der ein Autofenster zertrümmert, würden Sie wahrscheinlich annehmen, dass er versucht, das Auto eines Fremden zu stehlen.",46,46,0.9999999,0,0.0,True
633,deu_Latn,Deutsch,"Er müsste anders beurteilt werden, wenn er seine Autoschlüssel verloren hätte und es sein eigenes Auto gewesen wäre, in das er einzubrechen versuchte.","Er müsste anders beurteilt werden, wenn er seine Autoschlüssel verloren hätte und es sein eigenes Auto gewesen wäre, in das er einzubrechen versuchte.",42,42,1.0,0,0.0,True
634,deu_Latn,Deutsch,"Das MR gründet auf einem physikalischen Phänomen namens kernmagnetische Resonanz (KMR), welches in den dreißiger Jahren von Felix Bloch (an der Stanford University) und Edward Purcell (an der Harvard University) entdeckt.","Das MR gründet auf einem physikalischen Phänomen namens kernmagnetische Resonanz (KMR), welches in den dreißiger Jahren von Felix Bloch (an der Stanford University) und Edward Purcell (an der Harvard University) entdeckt.",58,58,1.0,0,0.0,True
635,deu_Latn,Deutsch,"Bei dieser Resonanz führen das magnetische Feld sowie Funkwellen dazu, dass Atome winzige Funksignale von sich geben.","Bei dieser Resonanz führen das magnetische Feld sowie Funkwellen dazu, dass Atome winzige Funksignale von sich geben.",31,31,1.0,0,0.0,True
636,deu_Latn,Deutsch,Im Jahr 1970 entdeckte der Arzt und Forscher Raymond Damadian die Basis für den Einsatz der Magnetresonanztomografie als Hilfsmittel für die medizinische Diagnose.,Im Jahr 1970 entdeckte der Arzt und Forscher Raymond Damadian die Basis für den Einsatz der Magnetresonanztomografie als Hilfsmittel für die medizinische Diagnose.,45,45,1.0000002,0,0.0,True
637,deu_Latn,Deutsch,"Vier Jahre später wurde ein Patent erteilt, das weltweit das erste Patent im Bereich der MRT war.","Vier Jahre später wurde ein Patent erteilt, das weltweit das erste Patent im Bereich der MRT war.",24,24,0.9999998,0,0.0,True
638,deu_Latn,Deutsch,"""Im Jahr 1977 schloss Dr. Damadian den Bau des ersten """"Ganzkörper""""-MRI-Scanners, den er den """"Unbezwingbaren"""" nannte, ab.""","""Im Jahr 1977 schloss Dr. Damadian den Bau des ersten """"Ganzkörper""""-MRI-Scanners, den er den """"Unbezwingbaren"""" nannte, ab.""",44,44,1.0000002,0,0.0,True
639,deu_Latn,Deutsch,Asynchrone Kommunikation gibt Zeit für Reflexion und die Reaktion auf andere.,Asynchrone Kommunikation gibt Zeit für Reflexion und die Reaktion auf andere.,19,19,1.0,0,0.0,True
640,deu_Latn,Deutsch,Sie erlaubt Schülern in ihrer eigenen Geschwindigkeit zu arbeiten und das Tempo im Umgang mit den Lehrinhalten zu steuern.,Sie erlaubt Schülern in ihrer eigenen Geschwindigkeit zu arbeiten und das Tempo im Umgang mit den Lehrinhalten zu steuern.,34,34,1.0000001,0,0.0,True
641,deu_Latn,Deutsch,"Außerdem gibt es weniger zeitliche Einschränkungen und die Möglichkeit, zu flexiblen Zeiten zu arbeiten. (Bremer, 1998)","Außerdem gibt es weniger zeitliche Einschränkungen und die Möglichkeit, zu flexiblen Zeiten zu arbeiten. (Bremer, 1998)",34,34,1.0000001,0,0.0,True
642,deu_Latn,Deutsch,"Die Nutzung des Internets und des World Wide Web ermöglicht es den Lernenden, jederzeit Zugang zu Informationen zu haben.","Die Nutzung des Internets und des World Wide Web ermöglicht es den Lernenden, jederzeit Zugang zu Informationen zu haben.",27,27,1.0000001,0,0.0,True
643,deu_Latn,Deutsch,"Die Studenten können auch zu jeder Tageszeit Fragen an die Dozenten stellen und relativ schnelle Antworten erwarten, anstatt bis zum nächsten persönlichen Treffen zu warten.","Die Studenten können auch zu jeder Tageszeit Fragen an die Dozenten stellen und relativ schnelle Antworten erwarten, anstatt bis zum nächsten persönlichen Treffen zu warten.",38,38,0.9999998,0,0.0,True
644,deu_Latn,Deutsch,"Der postmoderne Ansatz des Lernens bietet die Freiheit von Absolutem. Es gibt nicht nur einen guten Weg, um zu lernen.","Der postmoderne Ansatz des Lernens bietet die Freiheit von Absolutem. Es gibt nicht nur einen guten Weg, um zu lernen.",33,33,1.0,0,0.0,True
645,deu_Latn,Deutsch,Tatsächlich gibt es nicht eine gute Sache zu lernen. Das Lernen findet in der Erfahrung zwischen dem Lernenden und dem angebotenen Wissen statt.,Tatsächlich gibt es nicht eine gute Sache zu lernen. Das Lernen findet in der Erfahrung zwischen dem Lernenden und dem angebotenen Wissen statt.,37,37,1.0,0,0.0,True
646,deu_Latn,Deutsch,"Unsere aktuelle Erfahrung mit den vielen Fernsehsendungen, bei denen es um Do-it-yourself-Ansätze, Informationsweitergabe und Lernen geht, unterstreicht diese Beobachtung.","Unsere aktuelle Erfahrung mit den vielen Fernsehsendungen, bei denen es um Do-it-yourself-Ansätze, Informationsweitergabe und Lernen geht, unterstreicht diese Beobachtung.",47,47,1.0000002,0,0.0,True
647,deu_Latn,Deutsch,"So viele von uns erwischen sich beim Anschauen einer Fernsehsendung, die uns über einen Prozess oder eine Erfahrung informiert, obwohl wir nie daran teilhaben oder dieses Wissen anwenden werden.","So viele von uns erwischen sich beim Anschauen einer Fernsehsendung, die uns über einen Prozess oder eine Erfahrung informiert, obwohl wir nie daran teilhaben oder dieses Wissen anwenden werden.",51,51,1.0,0,0.0,True
648,deu_Latn,Deutsch,"Wir werden niemals ein Auto überholen, einen Brunnen in unserem Hinterhof bauen, nach Peru reisen, um antike Ruinen zu untersuchen, oder das Haus unseres Nachbarn umgestalten.","Wir werden niemals ein Auto überholen, einen Brunnen in unserem Hinterhof bauen, nach Peru reisen, um antike Ruinen zu untersuchen, oder das Haus unseres Nachbarn umgestalten.",48,48,1.0000001,0,0.0,True
649,deu_Latn,Deutsch,Dank Unterwasser-Glasfaserkabelverbindungen nach Europa und Breitband-Satelliten ist Grönland gut vernetzt und 93 % der Bevölkerung verfügen über einen Internetzugang.,Dank Unterwasser-Glasfaserkabelverbindungen nach Europa und Breitband-Satelliten ist Grönland gut vernetzt und 93 % der Bevölkerung verfügen über einen Internetzugang.,51,51,1.0,0,0.0,True
650,deu_Latn,Deutsch,"Dein Hotel oder deine Gastgeber (falls du in einem Gasthaus oder einer Privatwohnung übernachtest) verfügen wahrscheinlich über WLAN oder einen PC, der mit dem Internet verbunden ist. Außerdem haben alle Siedlungen ein Internet-Café oder einen Ort mit öffentlich zugänglichem WLAN.","Dein Hotel oder deine Gastgeber (falls du in einem Gasthaus oder einer Privatwohnung übernachtest) verfügen wahrscheinlich über WLAN oder einen PC, der mit dem Internet verbunden ist. Außerdem haben alle Siedlungen ein Internet-Café oder einen Ort mit öffentlich zugänglichem WLAN.",71,71,0.9999999,0,0.0,True
651,deu_Latn,Deutsch,"""Wie bereits erwähnt, ist das Wort """"Eskimo"""" in den Vereinigten Staaten zwar nach wie vor akzeptabel, wird aber von vielen arktischen Völkern außerhalb der Vereinigten Staaten, insbesondere in Kanada, als abwertend betrachtet.""","""Wie bereits erwähnt, ist das Wort """"Eskimo"""" in den Vereinigten Staaten zwar nach wie vor akzeptabel, wird aber von vielen arktischen Völkern außerhalb der Vereinigten Staaten, insbesondere in Kanada, als abwertend betrachtet.""",68,68,1.0,0,0.0,True
652,deu_Latn,Deutsch,"Sie hören dieses Wort zwar vielleicht bei den Ureinwohnern Grönlands, Ausländer sollten es allerdings vermeiden.","Sie hören dieses Wort zwar vielleicht bei den Ureinwohnern Grönlands, Ausländer sollten es allerdings vermeiden.",29,29,1.0,0,0.0,True
653,deu_Latn,Deutsch,"Die Ureinwohner Grönlands nennen sich in Kanada Inuit und in Grönland Kalaalleq (Mehrzahl Kalaallit), also Grönländer.","Die Ureinwohner Grönlands nennen sich in Kanada Inuit und in Grönland Kalaalleq (Mehrzahl Kalaallit), also Grönländer.",42,42,1.0,0,0.0,True
654,deu_Latn,Deutsch,Kriminalität und Missgunst gegenüber Ausländern generell sind in Grönland praktisch unbekannt. Selbst in den Städten gibt es keine „Problemzonen“.,Kriminalität und Missgunst gegenüber Ausländern generell sind in Grönland praktisch unbekannt. Selbst in den Städten gibt es keine „Problemzonen“.,39,39,1.0,0,0.0,True
655,deu_Latn,Deutsch,"Kaltes Wetter ist vielleicht die einzige wirkliche Gefahr, der die Unvorbereiteten begegnen könnten.","Kaltes Wetter ist vielleicht die einzige wirkliche Gefahr, der die Unvorbereiteten begegnen könnten.",29,29,0.9999999,0,0.0,True
656,deu_Latn,Deutsch,"Wenn Sie Grönland in einer kalten Jahreszeit besuchen (wenn man bedenkt, dass es umso kälter wird, je weiter nördlich Sie reisen), ist es unerlässlich, Kleidung mitzunehmen, die warm genug ist.","Wenn Sie Grönland in einer kalten Jahreszeit besuchen (wenn man bedenkt, dass es umso kälter wird, je weiter nördlich Sie reisen), ist es unerlässlich, Kleidung mitzunehmen, die warm genug ist.",63,63,1.0,0,0.0,True
657,deu_Latn,Deutsch,Die sehr langen Sommertage können zu unzureichendem Schlaf und damit einhergehenden Gesundheitsproblemen führen.,Die sehr langen Sommertage können zu unzureichendem Schlaf und damit einhergehenden Gesundheitsproblemen führen.,32,32,0.9999999,0,0.0,True
658,deu_Latn,Deutsch,"Achten Sie während des Sommers auch auf die nordischen Mücken. Auch wenn sie keine Krankheiten übertragen, sind sie sehr lästig.","Achten Sie während des Sommers auch auf die nordischen Mücken. Auch wenn sie keine Krankheiten übertragen, sind sie sehr lästig.",32,32,0.9999998,0,0.0,True
659,deu_Latn,Deutsch,"Obwohl San Franciscos Wirtschaft damit verbunden ist, dass die Stadt eine Touristenattraktion von Weltrang ist, ist sie dennoch diversifiziert.","Obwohl San Franciscos Wirtschaft damit verbunden ist, dass die Stadt eine Touristenattraktion von Weltrang ist, ist sie dennoch diversifiziert.",37,37,0.99999994,0,0.0,True
660,deu_Latn,Deutsch,"Die größten Beschäftigungsfelder sind professionelle Dienstleistungen, Regierung, Finanzwesen, Handel und Tourismus.","Die größten Beschäftigungsfelder sind professionelle Dienstleistungen, Regierung, Finanzwesen, Handel und Tourismus.",31,31,1.0000001,0,0.0,True
661,deu_Latn,Deutsch,"Ihre häufige Darstellung in Musik, Filmen, Literatur und Popkultur hat geholfen, die Stadt und ihre Wahrzeichen auf der ganzen Welt bekannt zu machen.","Ihre häufige Darstellung in Musik, Filmen, Literatur und Popkultur hat geholfen, die Stadt und ihre Wahrzeichen auf der ganzen Welt bekannt zu machen.",42,42,1.0,0,0.0,True
662,deu_Latn,Deutsch,"San Francisco hat eine umfassende touristische Infrastruktur mit zahlreichen Hotels, Restaurants und erstklassigen Kongresseinrichtungen aufgebaut.","San Francisco hat eine umfassende touristische Infrastruktur mit zahlreichen Hotels, Restaurants und erstklassigen Kongresseinrichtungen aufgebaut.",34,34,1.0,0,0.0,True
663,deu_Latn,Deutsch,"San Francisco ist auch einer der landesweit besten Orte für andere asiatische Küche: Koreanisch, Thailändisch, Indisch und Japanisch.","San Francisco ist auch einer der landesweit besten Orte für andere asiatische Küche: Koreanisch, Thailändisch, Indisch und Japanisch.",33,33,1.0,0,0.0,True
664,deu_Latn,Deutsch,Eine Reise nach Walt Disney World stellt für viele amerikanische Familien eine große Wallfahrt dar.,Eine Reise nach Walt Disney World stellt für viele amerikanische Familien eine große Wallfahrt dar.,23,23,1.0,0,0.0,True
665,deu_Latn,Deutsch,"Der ‍‌‍„typische” Besuch beinhaltet die Flugreise zum internationalen Flughafen von Orlando, dann die Busfahrt zu einem Disney-Hotel auf dem Gelände, danach einen etwa wochenlangen Aufenthalt dort, ohne das Disney-Gelände zu verlassen, und anschließend die Heimreise.","Der ‍‌‍„typische” Besuch beinhaltet die Flugreise zum internationalen Flughafen von Orlando, dann die Busfahrt zu einem Disney-Hotel auf dem Gelände, danach einen etwa wochenlangen Aufenthalt dort, ohne das Disney-Gelände zu verlassen, und anschließend die Heimreise.",78,78,0.9999997,0,0.0,True
666,deu_Latn,Deutsch,"""Es sind unzählige Varianten möglich, aber dies ist es, was die meisten Leute meinen, wenn sie von einer """"Reise zur Disney World"""" sprechen.""","""Es sind unzählige Varianten möglich, aber dies ist es, was die meisten Leute meinen, wenn sie von einer """"Reise zur Disney World"""" sprechen.""",37,37,1.0,0,0.0,True
667,deu_Latn,Deutsch,"Bei vielen Tickets, die online über Auktionswebsites wie eBay oder Craigslist verkauft werden, handelt es sich um bereits teilweise benutzte mehrtägige Park-Hopper-Tickets.","Bei vielen Tickets, die online über Auktionswebsites wie eBay oder Craigslist verkauft werden, handelt es sich um bereits teilweise benutzte mehrtägige Park-Hopper-Tickets.",44,44,1.0,0,0.0,True
668,deu_Latn,Deutsch,"Das wird zwar sehr häufig so gehandhabt, ist aber von Disney verboten: Die Tickets sind nicht übertragbar.","Das wird zwar sehr häufig so gehandhabt, ist aber von Disney verboten: Die Tickets sind nicht übertragbar.",28,28,1.0,0,0.0,True
669,deu_Latn,Deutsch,Zum Zelten unterhalb des Rands im Grand Canyon benötigt man eine Genehmigung für das Hinterland.,Zum Zelten unterhalb des Rands im Grand Canyon benötigt man eine Genehmigung für das Hinterland.,26,26,1.0,0,0.0,True
670,deu_Latn,Deutsch,"Lizenzen sind zum Schutz des Canyons limitiert und sind ab dem Monatsersten, vier Monate vor dem Startmonat, erhältlich.","Lizenzen sind zum Schutz des Canyons limitiert und sind ab dem Monatsersten, vier Monate vor dem Startmonat, erhältlich.",35,35,1.0,0,0.0,True
671,deu_Latn,Deutsch,Somit steht am 1. Januar eine Genehmigung für das Hinterland für ein beliebiges Startdatum im Mai zur Verfügung.,Somit steht am 1. Januar eine Genehmigung für das Hinterland für ein beliebiges Startdatum im Mai zur Verfügung.,30,30,1.0000001,0,0.0,True
672,deu_Latn,Deutsch,"Der Platz für die beliebtesten Gegenden, wie den Bright Angel Campground neben der Phantom Ranch, wird in der Regel durch jene Anfragen gefüllt, die am ersten Tag eingehen, an dem Reservierungen für sie möglich sind.","Der Platz für die beliebtesten Gegenden, wie den Bright Angel Campground neben der Phantom Ranch, wird in der Regel durch jene Anfragen gefüllt, die am ersten Tag eingehen, an dem Reservierungen für sie möglich sind.",55,55,1.0,0,0.0,True
673,deu_Latn,Deutsch,"Es gibt eine begrenzte Anzahl von Genehmigungen, die für Gelegenheitsanfragen reserviert sind und nach dem Prinzip „Wer zuerst kommt, mahlt zuerst“ vergeben werden.","Es gibt eine begrenzte Anzahl von Genehmigungen, die für Gelegenheitsanfragen reserviert sind und nach dem Prinzip „Wer zuerst kommt, mahlt zuerst“ vergeben werden.",48,48,1.0,0,0.0,True
